x1,x2,x3,x4
0.23728224126550393,0.1376270704020794,2.162487041799494,0.0013644437862938114
0.15256735965334464,0.07148445915863952,3.072075963137527,0.0004730091428404731
0.1914460155351597,0.11203453080140552,3.0717495952556706,0.001514632202354762
0.15626037535937734,0.0781848463966908,3.5125621648541294,0.0006228533935217251
0.13503185580748456,0.05802660051367188,2.5112875256144425,0.0011328325590637602
0.13278545566946182,0.0495175218132987,10.578577682862942,0.0021711582901749425
0.16645811784331055,0.07286768427340842,4.745880187712333,0.0007569029104187745
0.15452147486953868,0.05699580026450837,2.352032318835437,0.0007825888764521824
0.15055809915727233,0.060401536306800695,6.815258670425452,0.0002848679541987408
0.1638923152806213,0.06286081204439817,4.19325684932187,0.0012909689351134099
0.24343296771952003,0.10754868356317189,6.884971600742487,0.0013920935157977423
0.14941079189391018,0.06227762784172637,1.9973016969457387,0.0011796913094671026
0.14912763376997926,0.048963594657637326,2.9526528913292096,0.00036154605066354413
0.13471610316798838,0.09148166693927677,9.335761779660281,0.00027164381548250375
0.20577647970726068,0.11185675725587499,5.460238132501336,6.451295951025155e-5
0.15814843551875268,0.061865391365123514,1.132102065406924,0.0010014868665032095
0.22863438874458075,0.1386673604182742,5.342811287620989,0.000394809037866155
0.1388409382185619,0.05890557202960566,4.88528660483281,0.0013630041717392523
0.15730598781885366,0.06156858175883313,4.128118873533278,0.0004604365898154264
0.15674068471148284,0.06514725636061491,4.4089305475361975,0.0009699736575083013
0.1227192081359388,0.04816038565780066,1.1179591812316314,0.001563629156498294
0.1878915429941899,0.10119897141859013,0.6279564918893232,0.0010127723290075962
0.20288276170246186,0.10544896545620719,5.780153428475193,0.0003560883698055696
0.23105281939407668,0.13562074058198811,5.075458855400262,0.00046456319021598676
0.20343415558409428,0.07720133914746409,3.9751630857924782,0.0006170000685904639
0.22229803644571677,0.10656092933063033,3.8108829767717927,0.0012152727198486766
0.14086063558272474,0.07047147864947542,5.310523243257543,0.0004005635850481879
0.15963872938947263,0.08241753230632298,3.8221131706028433,0.0005221414836500448
0.19056908990389415,0.0834568516938807,4.037781822883062,0.0017562653416742604
0.21530630592213082,0.12924621631837546,1.4847703975150308,0.0014425403141775912
0.1987859384332448,0.05030331858022017,8.383889073106692,0.0014259622058267738
0.2097042522158127,0.08347396932083254,14.832742830528558,0.0004341112403527132
0.1915188841349517,0.09977056113422023,2.908407052864329,0.00022722064951867022
0.15086501509425396,0.05531276979959613,4.193489484627641,0.0005815330961950937
